Distance from Lap Line (m),Elevation (m),UTMX,UTMY,LongX,LatY,rayon_de_courbure,rayon_de_courbure_clipped
567.0,205.4423,435675.8575,296125.9532,18.09218873,50.52866211,413.4701863285289,250.00516283577699
568.0,205.4507,435674.8636,296125.8429,18.09217473,50.52866101,552.16030905233,250.00516283577699
569.0,205.44,435673.8695,296125.7344,18.09216072,50.52865993,2514.701301901271,250.00516283577699
570.0,205.4444,435672.8754,296125.6263,18.09214671,50.52865885,620.2287218478609,250.00516283577699
571.0,205.4299,435671.8811,296125.5198,18.0921327,50.52865778,4773.420112557495,250.00516283577699
572.0,205.4166,435670.8867,296125.4135,18.09211868,50.52865671,435.20009500728037,250.00516283577699
573.0,205.454,435669.8922,296125.3095,18.09210467,50.52865567,4777.289733903724,250.00516283577699
574.0,205.4168,435668.8976,296125.2057,18.09209065,50.52865462,2513.7434477991683,250.00516283577699
575.0,205.412,435667.903,296125.1015,18.09207663,50.52865358,9100.801036897781,250.00516283577699
576.0,205.4389,435666.9085,296124.9972,18.09206262,50.52865253,366.7355476116866,250.00516283577699
577.0,205.3802,435665.9136,296124.8956,18.0920486,50.52865151,5296.277302695353,250.00516283577699
578.0,205.3578,435664.9188,296124.7942,18.09203458,50.52865049,268.6957328483558,250.00516283577699
579.0,205.3932,435663.9236,296124.6965,18.09202055,50.5286495,2451.9884014388913,250.00516283577699
580.0,205.3858,435662.9283,296124.5992,18.09200652,50.52864851,199.38727638380274,199.38727638380274
581.0,205.3817,435661.9326,296124.5069,18.09199249,50.52864757,1673.8472558297422,250.00516283577699
582.0,205.3795,435660.9369,296124.414,18.09197845,50.52864663,292.16725054853754,250.00516283577699
583.0,205.3574,435659.9416,296124.3177,18.09196442,50.52864565,761.4935083155108,250.00516283577699
584.0,205.3561,435658.9461,296124.2227,18.09195039,50.52864469,184.4033090284686,184.4033090284686
585.0,205.3538,435657.9501,296124.1331,18.09193635,50.52864377,1241.0948208848051,250.00516283577699
586.0,205.3393,435656.9542,296124.0427,18.09192232,50.52864285,398.76150524988907,250.00516283577699
587.0,205.35,435655.9585,296123.9498,18.09190828,50.5286419,1004.2526036138115,250.00516283577699
588.0,205.3325,435654.9628,296123.8579,18.09189425,50.52864097,382.16335281344624,250.00516283577699
589.0,205.3413,435653.9668,296123.7686,18.09188021,50.52864005,1673.4708721585991,250.00516283577699
590.0,205.3293,435652.9708,296123.6787,18.09186617,50.52863914,708.0515139791032,250.00516283577699
591.0,205.338,435651.975,296123.5874,18.09185213,50.52863821,452.6574399834231,250.00516283577699
592.0,205.3262,435650.979,296123.4983,18.09183809,50.52863729,255.10308850625276,250.00516283577699
593.0,205.3335,435649.9826,296123.4131,18.09182405,50.52863642,905.4280253167426,250.00516283577699
594.0,205.3353,435648.9863,296123.3268,18.09181,50.52863553,620.602293410895,250.00516283577699
595.0,205.322,435647.9902,296123.2389,18.09179596,50.52863463,661.5032675344056,250.00516283577699
596.0,205.32,435646.9939,296123.1525,18.09178192,50.52863375,669.0919660148577,250.00516283577699
597.0,205.3169,435645.9976,296123.0676,18.09176787,50.52863287,1626.57806761445,250.00516283577699
598.0,205.334,435645.0011,296122.9833,18.09175383,50.528632,1433.717748934991,250.00516283577699
599.0,205.315,435644.0046,296122.8997,18.09173978,50.52863114,369.3628467959052,250.00516283577699
600.0,205.3209,435643.0079,296122.8188,18.09172573,50.52863031,497.61213051899523,250.00516283577699
601.0,205.3037,435642.011,296122.7399,18.09171168,50.52862949,415.2525957733175,250.00516283577699
602.0,205.3242,435641.0139,296122.6634,18.09169762,50.52862869,668.5519865943068,250.00516283577699
603.0,205.3195,435640.0168,296122.5884,18.09168356,50.5286279,1947.2163571323947,250.00516283577699
604.0,205.31,435639.0195,296122.5139,18.0916695,50.52862712,5208.400182470446,250.00516283577699
605.0,205.2923,435638.0223,296122.4396,18.09165544,50.52862635,1241.8846693771932,250.00516283577699
606.0,205.3116,435637.025,296122.3661,18.09164138,50.52862557,2506.6936295077835,250.00516283577699
607.0,205.3029,435636.0277,296122.293,18.09162732,50.52862481,237.47770822389933,237.47770822389933
608.0,205.2961,435635.0301,296122.2241,18.09161326,50.52862408,905.5611286765877,250.00516283577699
609.0,205.3197,435634.0324,296122.1563,18.09159919,50.52862336,226.74876802540416,226.74876802540416
610.0,205.3316,435633.0344,296122.0929,18.09158512,50.52862268,1418.7288132381284,250.00516283577699
611.0,205.2914,435632.0363,296122.0302,18.09157104,50.528622,238.18356584862718,238.18356584862718
612.0,205.3102,435631.0381,296121.9717,18.09155697,50.52862137,4865.786035681308,250.00516283577699
613.0,205.3025,435630.0398,296121.9134,18.09154289,50.52862073,232.02808951479233,232.02808951479233
614.0,205.3053,435629.0412,296121.8594,18.09152881,50.52862014,1669.2176218236984,250.00516283577699
615.0,205.2853,435628.0426,296121.806,18.09151473,50.52861955,114.82263538616628,114.82263538616628
616.0,205.29,435627.0436,296121.7613,18.09150064,50.52861904,5004.933806658261,250.00516283577699
617.0,205.2873,435626.0446,296121.7168,18.09148655,50.52861853,769.9127844533633,250.00516283577699
618.0,205.2797,435625.0456,296121.6736,18.09147246,50.52861803,622.260682705086,250.00516283577699
619.0,205.2823,435624.0464,296121.632,18.09145837,50.52861754,114.92250390620336,114.92250390620336
620.0,205.2832,435623.047,296121.5991,18.09144427,50.52861714,1422.6524687145197,250.00516283577699
621.0,205.2528,435622.0475,296121.5669,18.09143017,50.52861674,526.5607551676202,250.00516283577699
622.0,205.2508,435621.048,296121.5366,18.09141607,50.52861635,332.8422103480807,250.00516283577699
623.0,205.28,435620.0483,296121.5093,18.09140197,50.528616,121.95420995294882,121.95420995294882
624.0,205.2758,435619.0485,296121.4902,18.09138786,50.52861572,204.08487574554664,204.08487574554664
625.0,205.2767,435618.0487,296121.476,18.09137376,50.52861548,100.98399220456852,100.98399220456852
626.0,205.2439,435617.0487,296121.4717,18.09135965,50.52861533,232.55975043502443,232.55975043502443
627.0,205.266,435616.0487,296121.4717,18.09134554,50.52861522,151.51762734292058,151.51762734292058
628.0,205.2677,435615.0487,296121.4783,18.09133142,50.52861517,129.86079284341113,129.86079284341113
629.0,205.2763,435614.0488,296121.4926,18.09131731,50.52861519,111.07916632425503,111.07916632425503
630.0,205.2462,435613.0491,296121.5159,18.0913032,50.52861529,149.17466563696843,149.17466563696843
631.0,205.2582,435612.0496,296121.5459,18.09128909,50.52861545,161.29193662404882,161.29193662404882
632.0,205.25,435611.0502,296121.5821,18.09127498,50.52861566,107.3773977783944,107.3773977783944
633.0,205.2381,435610.0513,296121.6276,18.09126088,50.52861596,149.0888879726998,149.0888879726998
634.0,205.2381,435609.0527,296121.6798,18.09124678,50.52861632,104.02194332914878,104.02194332914878
635.0,205.2261,435608.0546,296121.7416,18.09123268,50.52861677,188.14735215255737,188.14735215255737
636.0,205.2196,435607.0569,296121.8087,18.09121859,50.52861726,101.85523122266012,101.85523122266012
637.0,205.235,435606.0598,296121.8856,18.09120451,50.52861784,248.82119884296463,248.82119884296463
638.0,205.2342,435605.0631,296121.9665,18.09119043,50.52861846,77.2350403268545,77.2350403268545
639.0,205.2364,435604.0675,296122.0603,18.09117637,50.52861919,255.0744983169453,250.00516283577699
640.0,205.2208,435603.0723,296122.158,18.09116231,50.52861996,41.91225595498724,41.91225595498724
641.0,205.2195,435602.0798,296122.2794,18.09114828,50.52862095,195.19673398344494,195.19673398344494
642.0,205.2089,435601.0878,296122.4059,18.09113426,50.52862198,85.39754533819537,85.39754533819537
643.0,205.1767,435600.0974,296122.544,18.09112026,50.52862311,620.2355094795125,250.00516283577699
644.0,205.1746,435599.1072,296122.6837,18.09110626,50.52862426,57.809477814913954,57.809477814913954
645.0,205.1955,435598.1196,296122.8405,18.0910923,50.52862556,821.9588885611412,250.00516283577699
646.0,205.1767,435597.1322,296122.9985,18.09107834,50.52862687,42.680144716799525,42.680144716799525
647.0,205.1551,435596.1487,296123.1796,18.09106443,50.52862839,1085.3988970797668,250.00516283577699
648.0,205.1451,435595.1654,296123.3616,18.09105052,50.52862992,63.33660326636848,63.33660326636848
649.0,205.1258,435594.1851,296123.5591,18.09103665,50.52863159,490.29093862404056,250.00516283577699
650.0,205.1251,435593.2052,296123.7586,18.09102279,50.52863327,52.28811339023218,52.28811339023218
651.0,205.1259,435592.2293,296123.9768,18.09100898,50.52863513,286.29922758518313,250.00516283577699
652.0,205.1312,435591.2542,296124.1984,18.09099519,50.52863702,53.18959052828314,53.18959052828314
653.0,205.12,435590.2834,296124.4383,18.09098144,50.52863907,179.25616401572415,179.25616401572415
654.0,205.1144,435589.314,296124.6836,18.09096772,50.52864117,44.75524892479568,44.75524892479568
655.0,205.1031,435588.3503,296124.9505,18.09095408,50.52864346,162.853478716819,162.853478716819
656.0,205.0966,435587.3883,296125.2233,18.09094046,50.52864581,57.54391026837673,57.54391026837673
657.0,205.0949,435586.4311,296125.5128,18.0909269,50.52864831,88.82328674361752,88.82328674361752
658.0,205.086,435585.4774,296125.813,18.09091339,50.5286509,40.528666350059886,40.528666350059886
659.0,205.0677,435584.5312,296126.1367,18.09089998,50.52865371,83.18635832710636,83.18635832710636
660.0,205.0658,435583.5891,296126.4717,18.09088663,50.52865662,49.458035271213625,49.458035271213625
661.0,205.071,435582.6539,296126.8257,18.09087337,50.5286597,90.48929840498862,90.48929840498862
662.0,205.0571,435581.7227,296127.19,18.09086017,50.52866287,70.02103724345952,70.02103724345952
663.0,204.9937,435580.7967,296127.5676,18.09084704,50.52866617,67.6296737726642,67.6296737726642
664.0,205.0358,435579.8765,296127.9588,18.09083398,50.52866959,68.4705634407781,68.4705634407781
665.0,204.9902,435578.9621,296128.3634,18.09082101,50.52867312,62.04732799075838,62.04732799075838
666.0,205.0231,435578.0543,296128.7827,18.09080813,50.5286768,78.14751622549458,78.14751622549458
667.0,205.0042,435577.1519,296129.2136,18.09079532,50.52868057,61.421582291049816,61.421582291049816
668.0,205.0023,435576.2567,296129.6591,18.09078261,50.52868448,99.3673507536652,99.3673507536652
669.0,204.9793,435575.366,296130.1136,18.09076996,50.52868847,46.754310874996285,46.754310874996285
670.0,204.9781,435574.4853,296130.587,18.09075745,50.52869263,96.3725755357862,96.3725755357862
671.0,204.9635,435573.6094,296131.0696,18.09074501,50.52869688,51.31343186734111,51.31343186734111
672.0,204.93,435572.7432,296131.5691,18.0907327,50.52870127,136.1833738457802,136.1833738457802
673.0,204.94,435571.8806,296132.075,18.09072044,50.52870573,42.12305974754555,42.12305974754555
674.0,204.9547,435571.0303,296132.6012,18.09070835,50.52871037,154.6407105978136,154.6407105978136
675.0,204.9258,435570.1834,296133.1329,18.09069631,50.52871506,44.28072528223513,44.28072528223513
676.0,204.904,435569.3487,296133.6836,18.09068443,50.52871992,235.6479402826018,235.6479402826018
677.0,204.8718,435568.5164,296134.2378,18.09067259,50.52872481,38.06151750522375,38.06151750522375
678.0,204.8948,435567.6989,296134.8137,18.09066096,50.5287299,339.9973633669404,250.00516283577699
679.0,204.8672,435566.8831,296135.392,18.09064935,50.52873501,31.676056789397702,31.676056789397702
680.0,204.8473,435566.0859,296135.9958,18.09063799,50.52874036,616.9259071622349,250.00516283577699
681.0,204.8725,435565.2898,296136.6008,18.09062665,50.52874571,41.97315224362371,41.97315224362371
682.0,204.8425,435564.5082,296137.2247,18.09061552,50.52875124,441.6109569306642,250.00516283577699
683.0,204.8233,435563.7281,296137.8503,18.0906044,50.52875678,33.26945837544924,33.26945837544924
684.0,204.7982,435562.9671,296138.4991,18.09059355,50.52876253,204.85821328090955,204.85821328090955
685.0,204.8037,435562.2094,296139.1515,18.09058274,50.52876831,26.877304356095028,26.877304356095028
686.0,204.8139,435561.4764,296139.8317,18.09057228,50.52877435,147.274073104632,147.274073104632
687.0,204.78,435560.7481,296140.5168,18.09056189,50.52878043,30.462631497934158,30.462631497934158
688.0,204.7868,435560.0426,296141.2255,18.09055181,50.52878673,126.2420954931714,126.2420954931714
689.0,204.7704,435559.3428,296141.9397,18.09054181,50.52879308,39.490278804047215,39.490278804047215
690.0,204.7472,435558.6612,296142.6715,18.09053207,50.52879959,129.50488462547935,129.50488462547935
691.0,204.7364,435557.9854,296143.4084,18.0905224,50.52880614,58.382239943508914,58.382239943508914
692.0,204.7229,435557.3222,296144.1569,18.09051291,50.5288128,50.1193155830731,50.1193155830731
693.0,204.731,435556.6743,296144.9182,18.09050364,50.52881958,30.611572003145632,30.611572003145632
694.0,204.7072,435556.0514,296145.7005,18.09049471,50.52882654,56.73922773325257,56.73922773325257
695.0,204.7089,435555.4425,296146.4935,18.09048598,50.52883361,47.20078138195685,47.20078138195685
696.0,204.677,435554.8504,296147.2994,18.09047749,50.52884079,31.886583161177843,31.886583161177843
697.0,204.6658,435554.2841,296148.1231,18.09046936,50.52884814,37.89052660708296,37.89052660708296
698.0,204.6552,435553.7395,296148.9618,18.09046153,50.52885562,30.05323733643537,30.05323733643537
699.0,204.6219,435553.2233,296149.8178,18.09045409,50.52886327,50.252307257056586,50.252307257056586
700.0,204.638,435552.724,296150.6843,18.0904469,50.528871,35.51594644630624,35.51594644630624
701.0,204.6176,435552.2494,296151.5643,18.09044005,50.52887887,89.36089891248746,89.36089891248746
702.0,204.6171,435551.7846,296152.4497,18.09043334,50.52888678,23.399184615682547,23.399184615682547
703.0,204.635,435551.3581,296153.354,18.09042716,50.52889487,98.03816473501658,98.03816473501658
704.0,204.602,435550.9408,296154.2627,18.09042112,50.52890299,22.220701814047096,22.220701814047096
705.0,204.6419,435550.5648,296155.1892,18.09041565,50.52891129,184.38923874242855,184.38923874242855
706.0,204.5868,435550.1938,296156.1178,18.09041025,50.5289196,21.722500336390954,21.722500336390954
707.0,204.5665,435549.8659,296157.0625,18.09040546,50.52892806,230.80861193018703,230.80861193018703
708.0,204.5472,435549.5421,296158.0086,18.09040073,50.52893653,24.163570392915997,24.163570392915997
709.0,204.56,435549.2577,296158.9673,18.09039655,50.52894513,116.46824996635975,116.46824996635975
710.0,204.5704,435548.9816,296159.9282,18.09039249,50.52895374,24.983582889895477,24.983582889895477
711.0,204.5349,435548.7441,296160.8996,18.09038897,50.52896245,82.09147754954006,82.09147754954006
712.0,204.5549,435548.5185,296161.8736,18.09038562,50.52897119,30.86550894109302,30.86550894109302
713.0,204.5247,435548.3245,296162.8547,18.09038271,50.52897999,67.0666949431821,67.0666949431821
714.0,204.4924,435548.1452,296163.8383,18.09038001,50.52898882,38.627100163319035,38.627100163319035
715.0,204.517,435547.9914,296164.8263,18.09037767,50.52899769,48.05106182445768,48.05106182445768
716.0,204.5175,435547.8582,296165.8172,18.09037562,50.52900659,40.80613207058193,40.80613207058193
717.0,204.4446,435547.7493,296166.8112,18.09037391,50.52901551,47.39099434555129,47.39099434555129
718.0,204.4574,435547.6614,296167.8072,18.0903725,50.52902446,57.90973130352694,57.90973130352694
719.0,204.4755,435547.5907,296168.8047,18.09037133,50.52903343,32.31332187776905,32.31332187776905
720.0,204.4689,435547.5509,296169.8036,18.09037059,50.52904241,57.387601015971676,57.387601015971676
721.0,204.4481,435547.5285,296170.8034,18.0903701,50.5290514,34.71166814526965,34.71166814526965
722.0,204.4394,435547.5349,296171.8032,18.09037002,50.52906039,96.15513792702633,96.15513792702633
723.0,204.4511,435547.5517,296172.8031,18.09037009,50.52906939,29.72901608743626,29.72901608743626
724.0,204.4299,435547.6021,296173.8017,18.09037062,50.52907838,140.70291161419746,140.70291161419746
725.0,204.4459,435547.6596,296174.8,18.09037126,50.52908736,23.723871242657783,23.723871242657783
726.0,204.3822,435547.7591,296175.795,18.09037249,50.52909632,261.68957269232686,250.00516283577699
727.0,204.3762,435547.8624,296176.7896,18.09037378,50.52910528,27.045014918520625,27.045014918520625
728.0,204.3785,435548.0024,296177.7798,18.09037558,50.5291142,228.80962207658726,228.80962207658726
729.0,204.3748,435548.1467,296178.7692,18.09037745,50.52912312,25.10128059513909,25.10128059513909
730.0,204.3706,435548.3303,296179.7522,18.09037987,50.52913198,192.4103021260202,192.4103021260202
731.0,204.37,435548.519,296180.7342,18.09038236,50.52914083,42.413027380545586,42.413027380545586
732.0,204.3499,435548.7308,296181.7115,18.09038518,50.52914965,87.70514785296017,87.70514785296017
733.0,204.3443,435548.9537,296182.6862,18.09038816,50.52915844,33.049597839115826,33.049597839115826
734.0,204.3552,435549.206,296183.6538,18.09039155,50.52916717,202.12110986656333,202.12110986656333
735.0,204.342,435549.4631,296184.6202,18.09039501,50.52917589,107.05419250651222,107.05419250651222
736.0,204.3308,435549.7292,296185.5841,18.0903986,50.52918459,78.18518990140987,78.18518990140987
737.0,204.3232,435550.0076,296186.5445,18.09040237,50.52919326,58.84419821326258,58.84419821326258
738.0,204.3108,435550.3023,296187.5001,18.09040636,50.52920189,66.84582325471679,66.84582325471679
739.0,204.32,435550.6112,296188.451,18.09041055,50.52921048,70.56919249326609,70.56919249326609
740.0,204.3042,435550.9336,296189.3976,18.09041494,50.52921903,82.1261854461788,82.1261854461788
741.0,204.2921,435551.2675,296190.3402,18.09041949,50.52922754,119.31096746896235,119.31096746896235
742.0,204.2927,435551.6093,296191.28,18.09042415,50.52923603,119.31096590686097,119.31096590686097
743.0,204.2759,435551.9432,296192.2226,18.0904287,50.52924455,215.11161615301515,215.11161615301515
744.0,204.266,435552.2727,296193.1667,18.09043318,50.52925308,272.7227309348226,250.00516283577699
745.0,204.26,435552.6057,296194.1097,18.09043772,50.52926159,751.0578415172763,250.00516283577699
746.0,204.2548,435552.9399,296195.0521,18.09044227,50.52927011,145.73686158310844,145.73686158310844
747.0,204.2489,435553.2806,296195.9923,18.09044692,50.5292786,493.89055178890874,250.00516283577699
748.0,204.2415,435553.6232,296196.9318,18.09045159,50.52928709,203.91624631143307,203.91624631143307
749.0,204.2357,435553.9704,296197.8696,18.09045633,50.52929556,928.7658625467732,250.00516283577699
750.0,204.2434,435554.3186,296198.807,18.09046108,50.52930403,146.29447542176013,146.29447542176013
751.0,204.2126,435554.6732,296199.742,18.09046592,50.52931248,1170.3859404911461,250.00516283577699
752.0,204.197,435555.0286,296200.6767,18.09047077,50.52932093,63.42168090099318,63.42168090099318
753.0,204.1749,435555.3987,296201.6057,18.09047584,50.52932933,854.8098991572037,250.00516283577699
754.0,204.217,435555.7699,296202.5343,18.09048091,50.52933772,82.59234506734876,82.59234506734876
755.0,204.18,435556.1523,296203.4583,18.09048615,50.52934607,1015.6525259873159,250.00516283577699
756.0,204.1734,435556.5356,296204.3819,18.0904914,50.52935442,52.88077692741644,52.88077692741644
757.0,204.146,435556.9363,296205.2981,18.0904969,50.52936271,827.6558143938666,250.00516283577699
758.0,204.1492,435557.3381,296206.2138,18.09050241,50.52937099,81.5227514404279,81.5227514404279
759.0,204.1312,435557.7511,296207.1245,18.09050808,50.52937923,5490.498335192726,250.00516283577699
760.0,204.1126,435558.1643,296208.0352,18.09051375,50.52938746,800.2191173930453,250.00516283577699
761.0,204.1124,435558.5786,296208.9453,18.09051944,50.5293957,398.7813775754397,250.00516283577699
762.0,204.1301,435558.9952,296209.8544,18.09052516,50.52940392,109.04014049315464,109.04014049315464
763.0,204.0799,435559.4201,296210.7596,18.090531,50.52941211,572.7973568263117,250.00516283577699
764.0,204.0953,435559.8466,296211.6641,18.09053686,50.52942029,205.1109883176559,205.1109883176559
765.0,204.0882,435560.2775,296212.5665,18.09054279,50.52942845,2236.4647035560997,250.00516283577699
766.0,204.0787,435560.708,296213.4691,18.09054871,50.52943662,827.7331226125161,250.00516283577699
767.0,204.0643,435561.1374,296214.3722,18.09055461,50.52944479,1490.9365657020023,250.00516283577699
768.0,204.03,435561.5674,296215.275,18.09056052,50.52945296,770.21728020513,250.00516283577699
769.0,204.04,435561.9986,296216.1773,18.09056645,50.52946112,894.6671638666154,250.00516283577699
770.0,204.0141,435562.4288,296217.0801,18.09057236,50.52946929,620.2400174659122,250.00516283577699
771.0,204.0242,435562.8575,296217.9835,18.09057826,50.52947746,604.0744166324678,250.00516283577699
772.0,204.0003,435563.2847,296218.8876,18.09058413,50.52948564,466.19580231214735,250.00516283577699
773.0,204.0041,435563.71,296219.7927,18.09058998,50.52949383,559.1953489459024,250.00516283577699
774.0,203.9952,435564.1369,296220.697,18.09059584,50.52950201,475.6517170342834,250.00516283577699
775.0,203.9831,435564.5657,296221.6004,18.09060174,50.52951019,2236.508739355714,250.00516283577699
776.0,203.9762,435564.9949,296222.5036,18.09060764,50.52951836,1490.9558124814703,250.00516283577699
777.0,203.9532,435565.4247,296223.4065,18.09061355,50.52952653,1723.0116947869594,250.00516283577699
778.0,203.9662,435565.854,296224.3097,18.09061945,50.5295347,1860.7007769005183,250.00516283577699
779.0,203.9469,435566.2828,296225.2131,18.09062534,50.52954287,314.7016804084565,250.00516283577699
780.0,203.9371,435566.7087,296226.1178,18.0906312,50.52955105,466.2161170157106,250.00516283577699
781.0,203.9375,435567.1327,296227.0235,18.09063702,50.52955925,1244.4216289693063,250.00516283577699
782.0,203.9241,435567.5574,296227.9288,18.09064286,50.52956744,2019.8943847455876,250.00516283577699
783.0,203.9004,435567.9826,296228.834,18.0906487,50.52957563,1021.1267540066086,250.00516283577699
784.0,203.8859,435568.4086,296229.7386,18.09065456,50.52958381,2020.3066484282701,250.00516283577699
785.0,203.8915,435568.8351,296230.6431,18.09066042,50.52959199,272.71072765207253,250.00516283577699
786.0,203.8749,435569.2583,296231.5492,18.09066624,50.52960019,719.6881835857847,250.00516283577699
787.0,203.8598,435569.6802,296232.4558,18.09067203,50.52960839,1724.483959217731,250.00516283577699
788.0,203.853,435570.1016,296233.3627,18.09067782,50.5296166,5512.966716582219,250.00516283577699
789.0,203.84,435570.5228,296234.2696,18.09068361,50.5296248,2017.8694170590147,250.00516283577699
790.0,203.86,435570.9445,296235.1764,18.0906894,50.529633,23714.466430929184,250.00516283577699
791.0,203.8257,435571.3662,296236.0831,18.0906952,50.5296412,2470.1019191852433,250.00516283577699
792.0,203.8252,435571.7883,296236.9897,18.090701,50.52964941,20353280369.81266,250.00516283577699
793.0,203.8066,435572.2104,296237.8963,18.0907068,50.52965761,371.9101872844581,250.00516283577699
794.0,203.8046,435572.63,296238.8039,18.09071256,50.52966582,3766.761853025932,250.00516283577699
795.0,203.7936,435573.0494,296239.7117,18.09071832,50.52967403,314.69608082219696,250.00516283577699
796.0,203.7746,435573.4717,296240.6182,18.09072413,50.52968223,7525.933611288822,250.00516283577699
797.0,203.7787,435573.8941,296241.5246,18.09072993,50.52969043,894.7931046771371,250.00516283577699
798.0,203.7724,435574.3155,296242.4315,18.09073572,50.52969863,11026.623874782648,250.00516283577699
799.0,203.7317,435574.7368,296243.3384,18.09074151,50.52970684,237.83601954779715,237.83601954779715
800.0,203.749,435575.1543,296244.2471,18.09074724,50.52971505,7540.263701403389,250.00516283577699
801.0,203.7362,435575.5719,296245.1557,18.09075298,50.52972327,1491.4816026981146,250.00516283577699
802.0,203.7182,435575.9889,296246.0646,18.09075871,50.52973149,3181.072830580882,250.00516283577699
803.0,203.71,435576.4062,296246.9734,18.09076444,50.52973972,406.75604049455995,250.00516283577699
804.0,203.6949,435576.8257,296247.8811,18.0907702,50.52974793,1068.5077178729769,250.00516283577699
805.0,203.6959,435577.2444,296248.7893,18.09077595,50.52975614,223.36999813169513,223.36999813169513
806.0,203.6913,435577.659,296249.6993,18.09078165,50.52976437,3179.863106076631,250.00516283577699
807.0,203.68,435578.0733,296250.6094,18.09078733,50.5297726,974.444033741455,250.00516283577699
808.0,203.6554,435578.4867,296251.52,18.09079301,50.52978084,7553.34954094693,250.00516283577699
809.0,203.6779,435578.9002,296252.4305,18.09079869,50.52978908,2237.555360412403,250.00516283577699
810.0,203.66,435579.3141,296253.3408,18.09080437,50.52979731,2237.555360412403,250.00516283577699
811.0,203.6391,435579.7276,296254.2513,18.09081005,50.52980554,929.375673622227,250.00516283577699
812.0,203.6248,435580.1401,296255.1622,18.09081571,50.52981378,800.3123772493556,250.00516283577699
813.0,203.6277,435580.5515,296256.0737,18.09082136,50.52982203,485.2308728486248,250.00516283577699
814.0,203.6,435580.961,296256.986,18.09082698,50.52983028,2812.401575555236,250.00516283577699
815.0,203.5925,435581.3702,296257.8985,18.0908326,50.52983853,2463.644967497887,250.00516283577699
816.0,203.5963,435581.779,296258.8111,18.09083821,50.52984679,1119.0594812969375,250.00516283577699
817.0,203.5831,435582.187,296259.7241,18.09084381,50.52985504,1015.3790949438066,250.00516283577699
818.0,203.5854,435582.5941,296260.6375,18.0908494,50.5298633,1313.2182125997658,250.00516283577699
819.0,203.5667,435583.0005,296261.5512,18.09085497,50.52987157,1387.0190820915818,250.00516283577699
820.0,203.5482,435583.4062,296262.4651,18.09086054,50.52987983,2009.7201056749832,250.00516283577699
821.0,203.54,435583.8124,296263.3789,18.09086611,50.5298881,2462.574313621603,250.00516283577699
822.0,203.5387,435584.219,296264.2926,18.09087169,50.52989636,347.99112324945656,250.00516283577699
823.0,203.5273,435584.6229,296265.2073,18.09087724,50.52990463,589.8563691577641,250.00516283577699
824.0,203.5217,435585.0253,296266.1228,18.09088276,50.52991291,398.762544001241,250.00516283577699
825.0,203.5182,435585.43,296267.0373,18.09088831,50.52992118,895.4292232453273,250.00516283577699
826.0,203.487,435585.8357,296267.9513,18.09089388,50.52992945,354.2431788302687,250.00516283577699
827.0,203.4987,435586.2388,296268.8664,18.09089941,50.52993772,895.4717665195211,250.00516283577699
828.0,203.4818,435586.6409,296269.782,18.09090492,50.529946,3175.610959846157,250.00516283577699
829.0,203.4874,435587.0427,296270.6977,18.09091043,50.52995428,7590.143551288601,250.00516283577699
830.0,203.4523,435587.4444,296271.6135,18.09091594,50.52996256,1858.004484837319,250.00516283577699
831.0,203.4549,435587.8456,296272.5295,18.09092145,50.52997085,4478.07306163591,250.00516283577699
832.0,203.4353,435588.2466,296273.4456,18.09092695,50.52997913,856.0398815550301,250.00516283577699
833.0,203.4306,435588.6465,296274.3621,18.09093243,50.52998742,3798.213040400792,250.00516283577699
834.0,203.43,435589.0462,296275.2788,18.09093791,50.52999571,203.08565138927705,203.08565138927705
835.0,203.43,435589.4504,296276.1935,18.09094346,50.53000398,2814.8859286831566,250.00516283577699
836.0,203.416,435589.8549,296277.108,18.09094901,50.53001225,746.2065831444155,250.00516283577699
837.0,203.4093,435590.2582,296278.0231,18.09095454,50.53002053,2815.3813130011736,250.00516283577699
838.0,203.3796,435590.6618,296278.938,18.09096008,50.5300288,155.0922775880191,155.0922775880191
839.0,203.3701,435591.0713,296279.8503,18.0909657,50.53003705,10961.68799929232,250.00516283577699
840.0,203.3798,435591.4809,296280.7626,18.09097132,50.5300453,4476.237917737599,250.00516283577699
841.0,203.3841,435591.8907,296281.6748,18.09097695,50.53005355,1726.9345981442568,250.00516283577699
842.0,203.349,435592.301,296282.5867,18.09098258,50.5300618,328.3164540649618,250.00516283577699
843.0,203.3544,435592.7141,296283.4974,18.09098825,50.53007004,1118.8058878272095,250.00516283577699
844.0,203.3371,435593.128,296284.4077,18.09099394,50.53007827,286.3397420924914,250.00516283577699
845.0,203.349,435593.5451,296285.3166,18.09099967,50.53008649,1245.2218450452833,250.00516283577699
846.0,203.3314,435593.9629,296286.2251,18.0910054,50.53009471,572.6857205379937,250.00516283577699
847.0,203.3135,435594.3823,296287.1329,18.09101117,50.53010292,1015.4731313925663,250.00516283577699
848.0,203.3159,435594.8026,296288.0403,18.09101694,50.53011113,532.2619859371446,250.00516283577699
849.0,203.31,435595.2246,296288.9469,18.09102274,50.53011933,406.6792174396458,250.00516283577699
850.0,203.2995,435595.6488,296289.8524,18.09102857,50.53012752,262.7764575631424,250.00516283577699
851.0,203.2901,435596.0765,296290.7564,18.09103445,50.5301357,159.74950733959594,159.74950733959594
852.0,203.2845,435596.5098,296291.6576,18.09104041,50.53014386,143.3075996532442,143.3075996532442
