Distance from Lap Line (m),Elevation (m),UTMX,UTMY,LongX,LatY,rayon_de_courbure,rayon_de_courbure_clipped
281.0,206.2422,435950.3223,296083.181,18.09606911,50.52830752,132.99958938936473,132.99958938936473
282.0,206.2394,435949.351,296083.4188,18.09605537,50.52830955,312.3830337140573,250.00516283577699
283.0,206.2396,435948.3789,296083.6535,18.09604161,50.52831156,139.26896041177798,139.26896041177798
284.0,206.2569,435947.4052,296083.8812,18.09602783,50.5283135,358.63533871991575,250.00516283577699
285.0,206.2339,435946.4308,296084.1062,18.09601404,50.52831541,326.98598692672005,250.00516283577699
286.0,206.2426,435945.4558,296084.3282,18.09600024,50.5283173,1059.2129157498055,250.00516283577699
287.0,206.2347,435944.4805,296084.5493,18.09598644,50.52831919,127.16274554282603,127.16274554282603
288.0,206.2249,435943.5036,296084.7627,18.09597262,50.528321,565.7929474806242,250.00516283577699
289.0,206.23,435942.5262,296084.9744,18.09595879,50.5283228,124.07327828832965,124.07327828832965
290.0,206.2428,435941.5472,296085.1782,18.09594494,50.52832452,698.4344057639645,250.00516283577699
291.0,206.2205,435940.5679,296085.3806,18.09593109,50.52832624,208.12053747611972,208.12053747611972
292.0,206.226,435939.5876,296085.5783,18.09591722,50.52832791,1700.0445259150968,250.00516283577699
293.0,206.2328,435938.6073,296085.7754,18.09590336,50.52832957,157.851932633647,157.851932633647
294.0,206.2259,435937.6257,296085.9663,18.09588947,50.52833118,1961.1607609460402,250.00516283577699
295.0,206.2304,435936.644,296086.1567,18.09587559,50.52833279,77.36828157467747,77.36828157467747
296.0,206.2111,435935.6599,296086.3344,18.09586167,50.52833428,2430.874644075191,250.00516283577699
297.0,206.2192,435934.6757,296086.5117,18.09584775,50.52833576,520.0093675961858,250.00516283577699
298.0,206.23,435933.6912,296086.6871,18.09583383,50.52833723,1241.9523240058495,250.00516283577699
299.0,206.2305,435932.7066,296086.8617,18.0958199,50.5283387,69.83271852900269,69.83271852900269
300.0,206.2223,435931.7195,296087.0222,18.09580595,50.52834003,1125.6020847185284,250.00516283577699
301.0,206.2,435930.7324,296087.1818,18.09579199,50.52834136,138.8700080737996,138.8700080737996
302.0,206.2149,435929.7441,296087.3343,18.09577802,50.52834262,1644.116486940252,250.00516283577699
303.0,206.1956,435928.7557,296087.4862,18.09576404,50.52834388,282.8463296679782,250.00516283577699
304.0,206.2263,435927.7668,296087.6346,18.09575006,50.52834511,468.17550264642415,250.00516283577699
305.0,206.1987,435926.7775,296087.7809,18.09573608,50.52834631,111.35839622244521,111.35839622244521
306.0,206.2127,435925.787,296087.9183,18.09572208,50.52834744,330.3968799872762,250.00516283577699
307.0,206.21,435924.7961,296088.0527,18.09570807,50.52834854,104.29105512417367,104.29105512417367
308.0,206.1842,435923.8039,296088.1776,18.09569405,50.52834956,1240.4224184191555,250.00516283577699
309.0,206.1986,435922.8116,296088.3017,18.09568003,50.52835056,415.54529120225055,250.00516283577699
310.0,206.2049,435921.8191,296088.4234,18.095666,50.52835155,353.60722057002704,250.00516283577699
311.0,206.2081,435920.8262,296088.5423,18.09565197,50.52835251,168.30966580347447,168.30966580347447
312.0,206.1975,435919.8326,296088.6553,18.09563793,50.52835342,310.12696455351085,250.00516283577699
313.0,206.2,435918.8386,296088.7651,18.09562388,50.5283543,181.0951176906782,181.0951176906782
314.0,206.1996,435917.8441,296088.8694,18.09560983,50.52835513,471.748308852965,250.00516283577699
315.0,206.1967,435916.8493,296088.9716,18.09559578,50.52835594,311.1582332660578,250.00516283577699
316.0,206.1928,435915.8542,296089.0706,18.09558172,50.52835672,1674.7876209469973,250.00516283577699
317.0,206.1584,435914.8591,296089.169,18.09556766,50.52835749,1647.5871525815435,250.00516283577699
318.0,206.1728,435913.8639,296089.2668,18.0955536,50.52835826,712.7554701792901,250.00516283577699
319.0,206.19,435912.8688,296089.366,18.09553954,50.52835905,661.1762686829502,250.00516283577699
320.0,206.1635,435911.8739,296089.4667,18.09552548,50.52835984,452.6726844172043,250.00516283577699
321.0,206.166,435910.8788,296089.5652,18.09551142,50.52836062,523.4054554206483,250.00516283577699
322.0,206.1816,435909.8835,296089.6618,18.09549736,50.52836138,1971.1960599752751,250.00516283577699
323.0,206.15,435908.8881,296089.7579,18.0954833,50.52836214,3348.875167334021,250.00516283577699
324.0,206.1859,435907.8927,296089.8537,18.09546924,50.52836289,497.5278129012111,250.00516283577699
325.0,206.1638,435906.8971,296089.9475,18.09545517,50.52836362,995.0801776365334,250.00516283577699
326.0,206.1585,435905.9014,296090.0403,18.09544111,50.52836435,1648.2276947149983,250.00516283577699
327.0,206.1693,435904.9058,296090.1337,18.09542704,50.52836508,3347.9196030395638,250.00516283577699
328.0,206.1566,435903.9102,296090.2274,18.09541298,50.52836581,5021.951935607013,250.00516283577699
329.0,206.1634,435902.9146,296090.3209,18.09539891,50.52836655,11086.425504505434,250.00516283577699
330.0,206.14,435901.9189,296090.4145,18.09538484,50.52836728,380.78462568682465,250.00516283577699
331.0,206.1586,435900.9236,296090.5107,18.09537078,50.52836803,1435.196890438487,250.00516283577699
332.0,206.1587,435899.9283,296090.6076,18.09535672,50.5283688,1240.8655276247187,250.00516283577699
333.0,206.1546,435898.9329,296090.7037,18.09534266,50.52836955,5023.38604104771,250.00516283577699
334.0,206.1456,435897.9375,296090.7996,18.0953286,50.52837031,383.5326947239139,250.00516283577699
335.0,206.16,435896.9419,296090.8929,18.09531453,50.52837104,2453.517307446887,250.00516283577699
336.0,206.1447,435895.9462,296090.9858,18.09530046,50.52837176,1434.7061768422968,250.00516283577699
337.0,206.1372,435894.9505,296091.078,18.0952864,50.52837248,9192.159776980146,250.00516283577699
338.0,206.1479,435893.9547,296091.1701,18.09527233,50.5283732,332.7004764989575,250.00516283577699
339.0,206.16,435892.9587,296091.2592,18.09525826,50.52837389,5019.608353606882,250.00516283577699
340.0,206.1626,435891.9627,296091.3481,18.09524419,50.52837458,187.84195674330397,187.84195674330397
341.0,206.1541,435890.9662,296091.4317,18.09523011,50.52837523,1241.4359708000768,250.00516283577699
342.0,206.1592,435889.9696,296091.5145,18.09521604,50.52837586,113.28491947570893,113.28491947570893
343.0,206.1627,435888.9723,296091.5885,18.09520195,50.52837642,1253.4296698040353,250.00516283577699
344.0,206.164,435887.975,296091.6617,18.09518787,50.52837697,221.7190140308037,221.7190140308037
345.0,206.16,435886.9774,296091.7304,18.09517378,50.52837748,1651.6791088575146,250.00516283577699
346.0,206.17,435885.9797,296091.7985,18.09515969,50.52837798,344.0274529380297,250.00516283577699
347.0,206.167,435884.9818,296091.8637,18.09514559,50.52837846,589.4248431396855,250.00516283577699
348.0,206.16,435883.9839,296091.9272,18.0951315,50.52837892,177.9330361732597,177.9330361732597
349.0,206.132,435882.9855,296091.9851,18.0951174,50.52837933,5157.900250822578,250.00516283577699
350.0,206.1674,435881.9872,296092.0428,18.09510331,50.52837974,3338.5825903598356,250.00516283577699
351.0,206.1517,435880.9889,296092.1002,18.09508921,50.52838015,497.9758229001622,250.00516283577699
352.0,206.16,435879.9904,296092.1556,18.09507511,50.52838053,256.0894728833689,250.00516283577699
353.0,206.1637,435878.9917,296092.2071,18.09506101,50.52838089,474.45410091876687,250.00516283577699
354.0,206.165,435877.9932,296092.2607,18.09504691,50.52838126,312.42162451585324,250.00516283577699
355.0,206.1562,435876.9948,296092.3175,18.09503281,50.52838166,370.17118523192244,250.00516283577699
356.0,206.1694,435875.9963,296092.3716,18.09501871,50.52838204,321.9222395666977,250.00516283577699
357.0,206.162,435874.9976,296092.4226,18.09500461,50.52838239,2002.6883908309808,250.00516283577699
358.0,206.1616,435873.9989,296092.4741,18.09499051,50.52838274,1669.0486802789421,250.00516283577699
359.0,206.1515,435873.0002,296092.5262,18.09497641,50.5283831,667.5729668507206,250.00516283577699
360.0,206.1452,435872.0015,296092.5768,18.0949623,50.52838345,996.2714436022734,250.00516283577699
361.0,206.1599,435871.0027,296092.6264,18.0949482,50.52838378,10534.497027962974,250.00516283577699
362.0,206.1519,435870.004,296092.6759,18.0949341,50.52838412,10534.497027962974,250.00516283577699
363.0,206.15,435869.0052,296092.7255,18.09492,50.52838446,834.3375488143178,250.00516283577699
364.0,206.1441,435868.0064,296092.7739,18.0949059,50.52838478,1655.3372773243577,250.00516283577699
365.0,206.1344,435867.0075,296092.8217,18.09489179,50.5283851,1420.4764942589675,250.00516283577699
366.0,206.14,435866.0087,296092.8702,18.09487769,50.52838543,3337.1797512113203,250.00516283577699
367.0,206.1245,435865.0099,296092.919,18.09486359,50.52838576,1106.5043018649856,250.00516283577699
368.0,206.1342,435864.011,296092.9669,18.09484948,50.52838608,3391.115768707601,250.00516283577699
369.0,206.128,435863.0122,296093.0145,18.09483538,50.5283864,169.41052708513578,169.41052708513578
370.0,206.13,435862.0136,296093.068,18.09482128,50.52838677,767.187166717374,250.00516283577699
371.0,206.1338,435861.0151,296093.1228,18.09480718,50.52838715,105.11868890124052,105.11868890124052
372.0,206.1317,435860.0161,296093.1681,18.09479308,50.52838745,714.990187124756,250.00516283577699
373.0,206.1431,435859.0171,296093.212,18.09477897,50.52838774,269.88715998872925,250.00516283577699
374.0,206.1179,435858.0179,296093.2522,18.09476486,50.52838799,5004.070804634857,250.00516283577699
375.0,206.1266,435857.0187,296093.2922,18.09475076,50.52838824,1251.0624729933625,250.00516283577699
376.0,206.1044,435856.0195,296093.333,18.09473665,50.5283885,245085.43605371338,250.00516283577699
377.0,206.1085,435855.0204,296093.3738,18.09472254,50.52838875,116.15145804993448,116.15145804993448
378.0,206.1259,435854.0209,296093.406,18.09470844,50.52838893,8594709851.949862,250.00516283577699
379.0,206.1132,435853.0214,296093.4382,18.09469433,50.52838911,625.2997361529497,250.00516283577699
380.0,206.11,435852.0219,296093.4688,18.09468022,50.52838928,280690125217.20575,250.00516283577699
381.0,206.1092,435851.0224,296093.4994,18.09466611,50.52838944,1000.4513685989904,250.00516283577699
382.0,206.1053,435850.0229,296093.531,18.094652,50.52838962,1107.8926879566372,250.00516283577699
383.0,206.12,435849.0233,296093.5617,18.09463789,50.52838979,200.0786512682486,200.0786512682486
384.0,206.1064,435848.0237,296093.5874,18.09462378,50.52838991,2517.0706278022867,250.00516283577699
385.0,206.0789,435847.024,296093.6135,18.09460967,50.52839003,499.5238539935187,250.00516283577699
386.0,206.0745,435846.0244,296093.6416,18.09459556,50.52839017,3334.5744643450744,250.00516283577699
387.0,206.0874,435845.0248,296093.6694,18.09458145,50.52839032,1108.211370078759,250.00516283577699
388.0,206.0825,435844.0251,296093.6963,18.09456733,50.52839045,1254.5995400016716,250.00516283577699
389.0,206.0803,435843.0255,296093.7224,18.09455322,50.52839057,624.1754503390814,250.00516283577699
390.0,206.064,435842.0258,296093.7469,18.09453911,50.52839068,2500.788292764627,250.00516283577699
391.0,206.0758,435841.0261,296093.7718,18.094525,50.5283908,1667.2545896945892,250.00516283577699
392.0,206.0729,435840.0264,296093.7973,18.09451089,50.52839092,769.4820028527345,250.00516283577699
393.0,206.0728,435839.0267,296093.8215,18.09449678,50.52839103,526.426823792461,250.00516283577699
394.0,206.057,435838.027,296093.8438,18.09448267,50.52839112,555.6708395320791,250.00516283577699
395.0,206.0677,435837.0273,296093.8679,18.09446856,50.52839122,384.7569343848866,250.00516283577699
396.0,206.0667,435836.0276,296093.8946,18.09445445,50.52839135,10277.64530282577,250.00516283577699
397.0,206.05,435835.028,296093.9212,18.09444034,50.52839148,4936.3416590829565,250.00516283577699
398.0,206.063,435834.0283,296093.9476,18.09442622,50.52839161,713.1918197832478,250.00516283577699
399.0,206.0509,435833.0287,296093.9754,18.09441211,50.52839175,714.5848701864655,250.00516283577699
400.0,206.0196,435832.0291,296094.0046,18.094398,50.5283919,227.05748315775466,227.05748315775466
401.0,206.045,435831.0297,296094.0382,18.0943839,50.5283921,302.877731342574,250.00516283577699
402.0,206.024,435830.0304,296094.0751,18.09436979,50.52839232,2001.342898312572,250.00516283577699
403.0,206.04,435829.0311,296094.1125,18.09435568,50.52839255,5003.5527995170805,250.00516283577699
404.0,206.0466,435828.0318,296094.1501,18.09434157,50.52839277,232.30775953361933,232.30775953361933
405.0,206.0529,435827.0327,296094.192,18.09432747,50.52839304,500.4813247470611,250.00516283577699
406.0,206.0217,435826.0336,296094.2359,18.09431336,50.52839333,131.3132617792685,131.3132617792685
407.0,206.0344,435825.035,296094.2874,18.09429926,50.52839368,370.88686960869666,250.00516283577699
408.0,206.0115,435824.0364,296094.3416,18.09428516,50.52839406,585.3512026318422,250.00516283577699
409.0,206.0384,435823.038,296094.3975,18.09427106,50.52839445,2503.8183579626716,250.00516283577699
410.0,206.02,435822.0396,296094.4538,18.09425696,50.52839485,475.6704203355853,250.00516283577699
411.0,206.0285,435821.0413,296094.5122,18.09424287,50.52839526,2504.3954996883053,250.00516283577699
412.0,206.0284,435820.043,296094.571,18.09422877,50.52839568,100.75767365777175,100.75767365777175
413.0,206.0129,435819.0454,296094.6397,18.09421468,50.52839619,771.0989228918296,250.00516283577699
414.0,206.0025,435818.0478,296094.7097,18.09420059,50.52839671,495.943489147274,250.00516283577699
415.0,206.0019,435817.0505,296094.7817,18.0941865,50.52839725,5200.551994241758,250.00516283577699
416.0,205.9886,435816.0531,296094.8539,18.09417242,50.52839779,34.34956678413235,34.34956678413235
417.0,206.0175,435815.0582,296094.9551,18.09415836,50.52839859,471.7637227360858,250.00516283577699
418.0,205.9977,435814.0636,296095.0584,18.09414431,50.52839941,38.19942935529763,38.19942935529763
419.0,205.9808,435813.072,296095.1877,18.09413029,50.52840046,768.1106136640605,250.00516283577699
420.0,205.9915,435812.0805,296095.3183,18.09411628,50.52840153,113.68942292079966,113.68942292079966
421.0,206.0075,435811.0903,296095.4576,18.09410228,50.52840268,149.78549921115632,149.78549921115632
422.0,205.9872,435810.1011,296095.6035,18.0940883,50.52840388,36.1742441997719,36.1742441997719
423.0,205.9879,435809.1162,296095.7767,18.09407437,50.52840533,97.12056499588292,97.12056499588292
424.0,205.9797,435808.1333,296095.96,18.09406047,50.52840687,37.89952804743514,37.89952804743514
425.0,205.9793,435807.1554,296096.1692,18.09404664,50.52840864,76.6255471339722,76.6255471339722
426.0,205.9799,435806.1805,296096.3911,18.09403284,50.52841053,44.70182090807369,44.70182090807369
427.0,205.9718,435805.2106,296096.6348,18.09401911,50.52841262,51.257624048648275,51.257624048648275
428.0,205.9712,435804.2459,296096.8973,18.09400545,50.52841487,42.259853725138726,42.259853725138726
429.0,205.9214,435803.2875,296097.1826,18.09399188,50.52841733,45.612262852288936,45.612262852288936
430.0,205.9919,435802.3357,296097.4888,18.0939784,50.52841998,52.51339468262281,52.51339468262281
431.0,205.9551,435801.3898,296097.8131,18.09396499,50.5284228,30.43057648844068,30.43057648844068
432.0,205.93,435800.4553,296098.1682,18.09395174,50.52842589,52.304066543563245,52.304066543563245
433.0,205.9519,435799.5275,296098.5412,18.09393859,50.52842914,29.163882345810574,29.163882345810574
434.0,205.9352,435798.6132,296098.9457,18.09392562,50.52843268,77.23299469144729,77.23299469144729
435.0,205.948,435797.704,296099.3621,18.09391272,50.52843633,22.824736123970855,22.824736123970855
436.0,205.9256,435796.8141,296099.8178,18.09390008,50.52844033,108.01287726603942,108.01287726603942
437.0,205.9221,435795.9283,296100.2818,18.0938875,50.5284444,14.67914030228717,14.67914030228717
438.0,205.91,435795.0762,296100.8049,18.09387539,50.52844901,142.89897947719547,142.89897947719547
439.0,205.9022,435794.2277,296101.334,18.09386332,50.52845368,19.093089215115274,19.093089215115274
440.0,205.9024,435793.408,296101.9068,18.09385166,50.52845874,145.7982774810224,145.7982774810224
441.0,205.9076,435792.5924,296102.4851,18.09384005,50.52846385,23.090684666709304,23.090684666709304
442.0,205.8952,435791.8024,296103.0983,18.09382879,50.52846928,68.03496811594631,68.03496811594631
443.0,205.9126,435791.0218,296103.7228,18.09381767,50.52847482,21.809490674143998,21.809490674143998
444.0,205.9097,435790.2704,296104.3826,18.09380695,50.52848067,50.99703602599572,50.99703602599572
445.0,205.8889,435789.5323,296105.0568,18.09379642,50.52848665,27.968683730296195,27.968683730296195
446.0,205.8921,435788.8185,296105.7572,18.09378623,50.52849287,62.84088971355394,62.84088971355394
447.0,205.9147,435788.1161,296106.4687,18.09377619,50.52849919,52.17517070912898,52.17517070912898
448.0,205.9038,435787.4273,296107.1937,18.09376635,50.52850564,73.9556559347122,73.9556559347122
449.0,205.9033,435786.7485,296107.9278,18.09375664,50.52851217,88.36602111490618,88.36602111490618
450.0,205.8973,435786.0779,296108.6697,18.09374705,50.52851877,119.58351964041229,119.58351964041229
451.0,205.8844,435785.4136,296109.4171,18.09373755,50.52852542,193.60432132935873,193.60432132935873
452.0,205.8976,435784.7531,296110.168,18.0937281,50.5285321,151.8586127813391,151.8586127813391
453.0,205.89,435784.0877,296110.9145,18.09371858,50.52853874,328.94583735634995,250.00516283577699
454.0,205.8798,435783.4201,296111.6589,18.09370903,50.52854536,153.39310786186192,153.39310786186192
455.0,205.8808,435782.7476,296112.399,18.09369942,50.52855195,402.93011167737603,250.00516283577699
456.0,205.88,435782.0732,296113.1375,18.09368977,50.52855852,78.1094687478675,78.1094687478675
457.0,205.87,435781.3895,296113.8672,18.09368,50.528565,243.66752205633887,243.66752205633887
458.0,205.8654,435780.7028,296114.5941,18.09367018,50.52857147,22.358625815410782,22.358625815410782
459.0,205.8484,435779.9845,296115.2894,18.09365993,50.52857764,78.55960815209906,78.55960815209906
460.0,205.8356,435779.2572,296115.9757,18.09364955,50.52858374,31.101515916003294,31.101515916003294
461.0,205.8323,435778.5083,296116.6382,18.09363887,50.52858961,109.45780662400807,109.45780662400807
462.0,205.8373,435777.7533,296117.2939,18.0936281,50.52859543,36.29844198951655,36.29844198951655
463.0,205.8107,435776.9806,296117.9285,18.09361709,50.52860105,121.46734582710347,121.46734582710347
464.0,205.8042,435776.2026,296118.5568,18.093606,50.52860662,27.15833981790738,27.15833981790738
465.0,205.8064,435775.4022,296119.1559,18.0935946,50.52861192,91.06053415511929,91.06053415511929
466.0,205.7968,435774.5951,296119.7463,18.09358311,50.52861714,26.39441128505422,26.39441128505422
467.0,205.7907,435773.7664,296120.3056,18.09357132,50.52862208,85.82038126787177,85.82038126787177
468.0,205.7843,435772.9311,296120.8553,18.09355944,50.52862693,33.740362553225005,33.740362553225005
469.0,205.7854,435772.0799,296121.38,18.09354734,50.52863156,101.21374903928297,101.21374903928297
470.0,205.77,435771.2235,296121.8963,18.09353516,50.52863611,36.338021509769106,36.338021509769106
471.0,205.76,435770.3533,296122.3888,18.0935228,50.52864044,102.42382683969727,102.42382683969727
472.0,205.7756,435769.4783,296122.8728,18.09351037,50.5286447,32.47782139130479,32.47782139130479
473.0,205.763,435768.5889,296123.3296,18.09349774,50.52864871,88.7078659030212,88.7078659030212
474.0,205.749,435767.6943,296123.7764,18.09348504,50.52865263,31.252694008190932,31.252694008190932
475.0,205.76,435766.786,296124.1943,18.09347215,50.52865629,83.72094696109508,83.72094696109508
476.0,205.7508,435765.8726,296124.6014,18.09345919,50.52865985,35.17946907906758,35.17946907906758
477.0,205.7503,435764.9482,296124.9823,18.09344608,50.52866318,90.02559355569161,90.02559355569161
478.0,205.732,435764.0194,296125.353,18.09343291,50.52866641,34.56557218903228,34.56557218903228
479.0,205.7324,435763.0805,296125.6966,18.0934196,50.5286694,92.37075761440262,92.37075761440262
480.0,205.75,435762.1377,296126.0301,18.09340624,50.52867229,49.873202281943435,49.873202281943435
481.0,205.7345,435761.1885,296126.3446,18.09339279,50.52867502,137.48098581717971,137.48098581717971
482.0,205.7253,435760.237,296126.6522,18.09337931,50.52867768,60.093213006526895,60.093213006526895
483.0,205.7448,435759.2806,296126.9439,18.09336576,50.5286802,178.7564126714515,178.7564126714515
484.0,205.7211,435758.3224,296127.2303,18.09335219,50.52868267,37.808942221752474,37.808942221752474
485.0,205.7324,435757.3572,296127.4912,18.09333853,50.52868491,127.9656070797285,127.9656070797285
486.0,205.7227,435756.3898,296127.7446,18.09332483,50.52868708,53.05846131722815,53.05846131722815
487.0,205.73,435755.4179,296127.9797,18.09331108,50.52868909,210.38450789442132,210.38450789442132
488.0,205.726,435754.4448,296128.2102,18.09329731,50.52869106,80.02630410470263,80.02630410470263
489.0,205.7267,435753.469,296128.4285,18.0932835,50.52869291,371.73889410649116,250.00516283577699
490.0,205.7074,435752.4925,296128.6442,18.09326968,50.52869475,36.96941312521777,36.96941312521777
491.0,205.7113,435751.5106,296128.8334,18.09325579,50.52869634,204.74641615580722,204.74641615580722
492.0,205.7335,435750.5278,296129.0178,18.09324189,50.52869789,56.20551651473196,56.20551651473196
493.0,205.697,435749.5418,296129.1847,18.09322795,50.52869928,380.1839657667143,250.00516283577699
494.0,205.7083,435748.5554,296129.349,18.093214,50.52870065,49.64591493368265,49.64591493368265
495.0,205.7,435747.5659,296129.4934,18.09320002,50.52870184,494.45984694689105,250.00516283577699
496.0,205.69,435746.5761,296129.6358,18.09318602,50.52870301,79.26434046244091,79.26434046244091
497.0,205.7067,435745.5846,296129.7657,18.09317201,50.52870407,1240.2937792546697,250.00516283577699
498.0,205.6891,435744.593,296129.8948,18.09315799,50.52870513,71.34649111472062,71.34649111472062
499.0,205.6858,435743.5996,296130.01,18.09314396,50.52870605,1438.13618542803,250.00516283577699
500.0,205.7033,435742.6062,296130.1245,18.09312992,50.52870697,41.607560998790525,41.607560998790525
501.0,205.6781,435741.6103,296130.2151,18.09311585,50.52870768,1255.0574528192817,250.00516283577699
502.0,205.6755,435740.6144,296130.3049,18.09310178,50.52870838,59.995908656605565,59.995908656605565
503.0,205.6555,435739.617,296130.3781,18.09308769,50.52870893,716.2154073086193,250.00516283577699
504.0,205.6607,435738.6196,296130.4499,18.09307361,50.52870946,65.21511489495823,65.21511489495823
505.0,205.6647,435737.6212,296130.5064,18.09305951,50.52870986,434.388401041013,250.00516283577699
506.0,205.654,435736.6227,296130.5606,18.09304541,50.52871024,51.75142380593237,51.75142380593237
507.0,205.6537,435735.6233,296130.5955,18.0930313,50.52871044,454.77932516047167,250.00516283577699
508.0,205.6539,435734.6239,296130.6282,18.09301719,50.52871063,72.42399091586846,72.42399091586846
509.0,205.6505,435733.6241,296130.6471,18.09300308,50.52871069,302.91629099335904,250.00516283577699
510.0,205.6584,435732.6242,296130.6627,18.09298897,50.52871072,64.51237382403022,64.51237382403022
511.0,205.6411,435731.6242,296130.6628,18.09297486,50.52871061,833.3336870961278,250.00516283577699
512.0,205.6274,435730.6242,296130.6617,18.09296075,50.52871049,263.16145100113283,250.00516283577699
513.0,205.6295,435729.6242,296130.6568,18.09294664,50.52871033,212.7286437890141,212.7286437890141
514.0,205.6354,435728.6243,296130.6472,18.09293253,50.52871014,74.60860633439347,74.60860633439347
515.0,205.6364,435727.6246,296130.6242,18.09291842,50.52870982,526.4529475570199,250.00516283577699
516.0,205.6478,435726.6249,296130.5993,18.09290432,50.52870949,208.3019591138456,208.3019591138456
517.0,205.6193,435725.6253,296130.5696,18.09289022,50.52870911,369.68513943989433,250.00516283577699
518.0,205.5869,435724.6259,296130.5372,18.09287612,50.52870871,178.5590385521411,178.5590385521411
519.0,205.6147,435723.6266,296130.4992,18.09286203,50.52870826,499.41687756866503,250.00516283577699
520.0,205.6205,435722.6274,296130.4592,18.09284794,50.52870779,294.02443772931707,250.00516283577699
521.0,205.6101,435721.6283,296130.4158,18.09283385,50.52870729,311.9467805394876,250.00516283577699
522.0,205.6405,435720.6294,296130.3692,18.09281976,50.52870676,227.0357224954375,227.0357224954375
523.0,205.6228,435719.6307,296130.3182,18.09280567,50.52870619,249.6919976495362,249.6919976495362
524.0,205.579,435718.6322,296130.2632,18.09279159,50.52870559,221.7352281775201,221.7352281775201
525.0,205.5869,435717.634,296130.2037,18.09277752,50.52870494,1431.1156841690158,250.00516283577699
526.0,205.5969,435716.6358,296130.1435,18.09276344,50.52870429,1418.858359983542,250.00516283577699
527.0,205.586,435715.6377,296130.0826,18.09274937,50.52870363,344.75413927528757,250.00516283577699
528.0,205.58,435714.6397,296130.0188,18.0927353,50.52870295,452.8358760536599,250.00516283577699
529.0,205.5929,435713.6419,296129.9528,18.09272123,50.52870225,181.32826824233018,181.32826824233018
530.0,205.5775,435712.6445,296129.8813,18.09270717,50.52870149,311.8941402661073,250.00516283577699
531.0,205.58,435711.6473,296129.8066,18.09269311,50.52870071,293.6695157641777,250.00516283577699
532.0,205.5749,435710.6503,296129.7285,18.09267905,50.5286999,661.787486794436,250.00516283577699
533.0,205.5493,435709.6535,296129.6489,18.092665,50.52869907,1974.8979901569646,250.00516283577699
534.0,205.5913,435708.6566,296129.5698,18.09265095,50.52869825,10894.95394310815,250.00516283577699
535.0,205.549,435707.6598,296129.4908,18.09263689,50.52869743,131.31030359225272,131.31030359225272
536.0,205.5666,435706.6635,296129.4042,18.09262285,50.52869654,523.5431030672639,250.00516283577699
537.0,205.5582,435705.6674,296129.3157,18.09260881,50.52869564,225.86294239220538,225.86294239220538
538.0,205.5506,435704.6718,296129.2228,18.09259477,50.52869469,1255.3815910548096,250.00516283577699
539.0,205.5428,435703.6762,296129.1291,18.09258074,50.52869374,321.078665209372,250.00516283577699
540.0,205.5195,435702.6809,296129.0323,18.09256671,50.52869276,3349.1805135930904,250.00516283577699
541.0,205.5318,435701.6856,296128.9352,18.09255269,50.52869178,187.8624132318613,187.8624132318613
542.0,205.5281,435700.6908,296128.8328,18.09253867,50.52869075,2389.895314874024,250.00516283577699
543.0,205.5249,435699.6962,296128.73,18.09252465,50.52868971,98.63392519848449,98.63392519848449
544.0,205.5105,435698.7025,296128.6171,18.09251065,50.52868859,5335.2693134396,250.00516283577699
545.0,205.5224,435697.7089,296128.5044,18.09249664,50.52868747,355.08848784389255,250.00516283577699
546.0,205.5347,435696.715,296128.3945,18.09248264,50.52868637,905.4818974264771,250.00516283577699
547.0,205.5265,435695.7212,296128.2835,18.09246863,50.52868526,152.96508478408938,152.96508478408938
548.0,205.5241,435694.7281,296128.166,18.09245464,50.52868409,3356.5874381905187,250.00516283577699
549.0,205.5243,435693.735,296128.0488,18.09244065,50.52868293,1104.3126236630483,250.00516283577699
550.0,205.5154,435692.7418,296127.9325,18.09242665,50.52868177,10068.212350578562,250.00516283577699
551.0,205.5003,435691.7486,296127.8161,18.09241266,50.52868062,1678.2414187767138,250.00516283577699
552.0,205.5003,435690.7554,296127.6991,18.09239866,50.52867946,4754.630526602594,250.00516283577699
553.0,205.49,435689.7623,296127.5819,18.09238467,50.52867829,1967.289606782708,250.00516283577699
554.0,205.4865,435688.7693,296127.4642,18.09237067,50.52867713,983.704652637885,250.00516283577699
555.0,205.5085,435687.7761,296127.3475,18.09235668,50.52867597,584.2451417771466,250.00516283577699
556.0,205.4899,435686.7827,296127.2325,18.09234268,50.52867482,260.9366431291783,250.00516283577699
557.0,205.4781,435685.7898,296127.1137,18.09232869,50.52867365,215.55548045724134,215.55548045724134
558.0,205.47,435684.7975,296126.9903,18.09231471,50.52867243,241.39484404098422,241.39484404098422
559.0,205.4702,435683.8046,296126.871,18.09230072,50.52867124,248.80087543910963,248.80087543910963
560.0,205.4604,435682.8113,296126.7557,18.09228672,50.5286701,905.6207333025816,250.00516283577699
561.0,205.4633,435681.8181,296126.6393,18.09227273,50.52866894,995.2019670064672,250.00516283577699
562.0,205.4681,435680.825,296126.5219,18.09225873,50.52866778,187.48426385600348,187.48426385600348
563.0,205.4613,435679.8313,296126.4098,18.09224473,50.52866666,292.1166772831275,250.00516283577699
564.0,205.45,435678.8372,296126.3011,18.09223072,50.52866557,139.73155013361642,139.73155013361642
565.0,205.4422,435677.844,296126.1853,18.09221673,50.52866442,276.9792415335109,250.00516283577699
566.0,205.4416,435676.8511,296126.0659,18.09220274,50.52866324,148.45876742777676,148.45876742777676
