n moteur,m corr,csp
481.32279757901813,2.37,301.0
482.3234700739744,2.37,301.0
483.3241425689307,2.37,301.0
484.324815063887,2.37,301.0
485.3254875588433,2.37,301.0
486.3261600537995,2.37,301.0
487.3268325487558,2.37,301.0
488.3275050437121,2.37,301.0
489.3281775386684,2.37,301.0
490.3288500336247,2.37,301.0
491.329522528581,2.37,301.0
492.33019502353727,2.37,301.0
493.33086751849356,2.37,301.0
494.33154001344985,2.37,301.0
495.33221250840614,2.37,301.0
496.33288500336243,2.37,301.0
497.3335574983187,2.37,301.0
498.334229993275,2.37,301.0
499.3349024882313,2.37,301.0
500.3355749831876,2.37,301.0
501.3362474781439,2.37,301.0
502.3369199731002,2.37,301.0
503.33759246805647,2.37,301.0
504.3382649630127,2.37,301.0
505.338937457969,2.37,301.0
506.3396099529253,2.37,301.0
507.3402824478816,2.37,301.0
508.34095494283787,2.37,301.0
509.34162743779416,2.37,301.0
510.34229993275045,2.37,301.0
511.34297242770674,2.37,301.0
512.3436449226631,2.37,301.0
513.3443174176193,2.37,301.0
514.3449899125756,2.37,301.0
515.3456624075319,2.37,301.0
516.3463349024881,2.37,301.0
517.3470073974445,2.37,301.0
518.3476798924007,2.37,301.0
519.3483523873571,2.37,301.0
520.3490248823133,2.37,301.0
521.3496973772696,2.37,301.0
522.3503698722259,2.37,301.0
523.3510423671822,2.37,301.0
524.3517148621385,2.37,301.0
525.3523873570948,2.37,301.0
526.353059852051,2.37,301.0
527.3537323470074,2.37,301.0
528.3544048419636,2.37,301.0
529.35507733692,2.37,301.0
530.3557498318762,2.37,301.0
531.3564223268326,2.37,301.0
532.3570948217888,2.37,301.0
533.357767316745,2.37,301.0
534.3584398117014,2.37,301.0
535.3591123066576,2.37,301.0
536.359784801614,2.37,301.0
537.3604572965702,2.37,301.0
538.3611297915265,2.37,301.0
539.3618022864828,2.37,301.0
540.3624747814391,2.37,301.0
541.3631472763954,2.37,301.0
542.3638197713517,2.37,301.0
543.3644922663079,2.37,301.0
544.3651647612643,2.37,301.0
545.3658372562205,2.37,301.0
546.3665097511769,2.37,301.0
547.3671822461331,2.37,301.0
548.3678547410894,2.37,301.0
549.3685272360457,2.37,301.0
550.3691997310019,2.37,301.0
551.3698722259583,2.37,301.0
552.3705447209145,2.37,301.0
553.3712172158708,2.37,301.0
554.3718897108271,2.37,301.0
555.3725622057834,2.37,301.0
556.3732347007397,2.37,301.0
557.373907195696,2.37,301.0
558.3745796906522,2.37,301.0
559.3752521856086,2.37,301.0
560.3759246805648,2.37,301.0
561.3765971755212,2.37,301.0
562.3772696704774,2.37,301.0
563.3779421654338,2.37,301.0
564.37861466039,2.37,301.0
565.3792871553463,2.37,301.0
566.3799596503026,2.37,301.0
567.3806321452589,2.37,301.0
568.3813046402151,2.37,301.0
569.3819771351714,2.37,301.0
570.3826496301277,2.37,301.0
571.383322125084,2.37,301.0
572.3839946200403,2.37,301.0
573.3846671149965,2.37,301.0
574.3853396099529,2.37,301.0
575.3860121049091,2.37,301.0
576.3866845998655,2.37,301.0
577.3873570948217,2.37,301.0
578.3880295897781,2.37,301.0
579.3887020847343,2.37,301.0
580.3893745796906,2.37,301.0
581.3900470746469,2.37,301.0
582.3907195696032,2.37,301.0
583.3913920645595,2.37,301.0
584.3920645595158,2.37,301.0
585.392737054472,2.37,301.0
586.3934095494284,2.37,301.0
587.3940820443846,2.37,301.0
588.3947545393409,2.37,301.0
589.3954270342972,2.37,301.0
590.3960995292534,2.37,301.0
591.3967720242098,2.37,301.0
592.397444519166,2.37,301.0
593.3981170141224,2.37,301.0
594.3987895090786,2.37,301.0
595.399462004035,2.37,301.0
596.4001344989912,2.37,301.0
597.4008069939475,2.37,301.0
598.4014794889038,2.37,301.0
599.4021519838601,2.37,301.0
600.4028244788163,2.37,301.0
601.4034969737727,2.37,301.0
602.4041694687289,2.37,301.0
603.4048419636853,2.37,301.0
604.4055144586415,2.37,301.0
605.4061869535977,2.37,301.0
606.4068594485541,2.37,301.0
607.4075319435103,2.37,301.0
608.4082044384667,2.37,301.0
609.4088769334229,2.37,301.0
610.4095494283793,2.37,301.0
611.4102219233355,2.37,301.0
612.4108944182918,2.37,301.0
613.4115669132481,2.37,301.0
614.4122394082044,2.37,301.0
615.4129119031606,2.37,301.0
616.413584398117,2.37,301.0
617.4142568930732,2.37,301.0
618.4149293880296,2.37,301.0
619.4156018829858,2.37,301.0
620.4162743779422,2.37,301.0
621.4169468728984,2.37,301.0
622.4176193678547,2.37,301.0
623.418291862811,2.37,301.0
624.4189643577672,2.37,301.0
625.4196368527236,2.37,301.0
626.4203093476798,2.37,301.0
627.4209818426361,2.37,301.0
628.4216543375924,2.37,301.0
629.4223268325487,2.37,301.0
630.422999327505,2.37,301.0
631.4236718224613,2.37,301.0
632.4243443174175,2.37,301.0
633.4250168123739,2.37,301.0
634.4256893073301,2.37,301.0
635.4263618022865,2.37,301.0
636.4270342972427,2.37,301.0
637.427706792199,2.37,301.0
638.4283792871553,2.37,301.0
639.4290517821116,2.37,301.0
640.4297242770679,2.37,301.0
641.4303967720241,2.37,301.0
642.4310692669804,2.37,301.0
643.4317417619367,2.37,301.0
644.432414256893,2.37,301.0
645.4330867518493,2.37,301.0
646.4337592468056,2.37,301.0
647.4344317417618,2.37,301.0
648.4351042367182,2.37,301.0
649.4357767316744,2.37,301.0
650.4364492266308,2.37,301.0
651.437121721587,2.37,301.0
652.4377942165434,2.37,301.0
653.4384667114996,2.37,301.0
654.4391392064559,2.37,301.0
655.4398117014122,2.37,301.0
656.4404841963685,2.37,301.0
657.4411566913247,2.37,301.0
658.4418291862811,2.37,301.0
659.4425016812373,2.37,301.0
660.4431741761936,2.37,301.0
661.4438466711499,2.37,301.0
662.4445191661061,2.37,301.0
663.4451916610625,2.37,301.0
664.4458641560187,2.37,301.0
665.4465366509751,2.37,301.0
666.4472091459313,2.37,301.0
667.4478816408877,2.37,301.0
668.4485541358439,2.37,301.0
669.4492266308002,2.37,301.0
670.4498991257565,2.37,301.0
671.4505716207128,2.37,301.0
672.451244115669,2.37,301.0
673.4519166106254,2.37,301.0
674.4525891055816,2.37,301.0
675.453261600538,2.37,301.0
676.4539340954942,2.37,301.0
677.4546065904506,2.37,301.0
678.4552790854068,2.37,301.0
679.455951580363,2.37,301.0
680.4566240753194,2.37,301.0
681.4572965702756,2.37,301.0
682.457969065232,2.37,301.0
683.4586415601882,2.37,301.0
684.4593140551445,2.37,301.0
685.4599865501008,2.37,301.0
686.4606590450571,2.37,301.0
687.4613315400134,2.37,301.0
688.4620040349697,2.37,301.0
689.462676529926,2.37,301.0
690.4633490248823,2.37,301.0
691.4640215198385,2.37,301.0
692.4646940147949,2.37,301.0
693.4653665097511,2.37,301.0
694.4660390047075,2.37,301.0
695.4667114996637,2.37,301.0
696.4673839946199,2.37,301.0
697.4680564895763,2.37,301.0
698.4687289845325,2.37,301.0
699.4694014794889,2.37,301.0
700.4700739744451,2.37,301.0
701.4707464694014,2.37,301.0
702.4714189643577,2.37,301.0
703.472091459314,2.37,301.0
704.4727639542702,2.37,301.0
705.4734364492266,2.37,301.0
706.4741089441828,2.37,301.0
707.4747814391392,2.37,301.0
708.4754539340954,2.37,301.0
709.4761264290518,2.37,301.0
710.476798924008,2.37,301.0
711.4774714189643,2.37,301.0
712.4781439139206,2.37,301.0
713.4788164088769,2.37,301.0
714.4794889038332,2.37,301.0
715.4801613987894,2.37,301.0
716.4808338937457,2.37,301.0
717.481506388702,2.37,301.0
718.4821788836583,2.37,301.0
719.4828513786146,2.37,301.0
720.4835238735709,2.37,301.0
721.4841963685271,2.37,301.0
722.4848688634835,2.37,301.0
723.4855413584397,2.37,301.0
724.4862138533961,2.37,301.0
725.4868863483523,2.37,301.0
726.4875588433086,2.37,301.0
727.4882313382649,2.37,301.0
728.4889038332212,2.37,301.0
729.4895763281775,2.37,301.0
730.4902488231338,2.37,301.0
731.49092131809,2.37,301.0
732.4915938130464,2.37,301.0
733.4922663080026,2.37,301.0
734.4929388029589,2.37,301.0
735.4936112979152,2.37,301.0
736.4942837928714,2.37,301.0
737.4949562878278,2.37,301.0
738.495628782784,2.37,301.0
739.4963012777404,2.37,301.0
740.4969737726966,2.37,301.0
741.497646267653,2.37,301.0
742.4983187626092,2.37,301.0
743.4989912575655,2.37,301.0
744.4996637525218,2.37,301.0
745.5003362474781,2.37,301.0
746.5010087424344,2.37,301.0
747.5016812373907,2.37,301.0
748.5023537323469,2.37,301.0
749.5030262273033,2.37,301.0
750.5036987222595,2.37,301.0
751.5043712172157,2.37,301.0
752.5050437121721,2.37,301.0
753.5057162071283,2.37,301.0
754.5063887020847,2.37,301.0
755.5070611970409,2.37,301.0
756.5077336919973,2.37,301.0
757.5084061869535,2.37,301.0
758.5090786819098,2.37,301.0
759.5097511768661,2.37,301.0
760.5104236718224,2.37,301.0
761.5110961667787,2.37,301.0
762.511768661735,2.37,301.0
763.5124411566912,2.37,301.0
764.5131136516476,2.37,301.0
765.5137861466038,2.37,301.0
766.5144586415602,2.37,301.0
767.5151311365164,2.37,301.0
768.5158036314727,2.37,301.0
769.516476126429,2.37,301.0
770.5171486213852,2.37,301.0
771.5178211163416,2.37,301.0
772.5184936112978,2.37,301.0
773.5191661062541,2.37,301.0
774.5198386012104,2.37,301.0
775.5205110961667,2.37,301.0
776.521183591123,2.37,301.0
777.5218560860793,2.37,301.0
778.5225285810355,2.37,301.0
779.5232010759919,2.37,301.0
780.5238735709481,2.37,301.0
781.5245460659045,2.37,301.0
782.5252185608607,2.37,301.0
783.525891055817,2.37,301.0
784.5265635507733,2.37,301.0
785.5272360457296,2.37,301.0
786.5279085406859,2.37,301.0
787.5285810356422,2.37,301.0
788.5292535305985,2.37,301.0
789.5299260255547,2.37,301.0
790.530598520511,2.37,301.0
791.5312710154673,2.37,301.0
792.5319435104236,2.37,301.0
793.5326160053799,2.37,301.0
794.5332885003362,2.37,301.0
795.5339609952924,2.37,301.0
796.5346334902488,2.37,301.0
797.535305985205,2.37,301.0
798.5359784801614,2.37,301.0
799.5366509751176,2.37,301.0
800.5373234700739,2.37,301.0
801.5379959650302,2.37,301.0
802.5386684599865,2.37,301.0
803.5393409549428,2.37,301.0
804.5400134498991,2.37,301.0
805.5406859448553,2.37,301.0
806.5413584398116,2.37,301.0
807.5420309347679,2.37,301.0
808.5427034297242,2.37,301.0
809.5433759246805,2.37,301.0
810.5440484196367,2.37,301.0
811.5447209145931,2.37,301.0
812.5453934095493,2.37,301.0
813.5460659045057,2.37,301.0
814.5467383994619,2.37,301.0
815.5474108944182,2.37,301.0
816.5480833893745,2.37,301.0
817.5487558843308,2.37,301.0
818.5494283792871,2.37,301.0
819.5501008742434,2.37,301.0
820.5507733691996,2.37,301.0
821.551445864156,2.37,301.0
822.5521183591122,2.37,301.0
823.5527908540686,2.37,301.0
824.5534633490248,2.37,301.0
825.554135843981,2.37,301.0
826.5548083389374,2.37,301.0
827.5554808338936,2.37,301.0
828.55615332885,2.37,301.0
829.5568258238062,2.37,301.0
830.5574983187626,2.37,301.0
831.5581708137188,2.37,301.0
832.5588433086751,2.37,301.0
833.5595158036314,2.37,301.0
834.5601882985877,2.37,301.0
835.560860793544,2.37,301.0
836.5615332885003,2.37,301.0
837.5622057834565,2.37,301.0
838.5628782784129,2.37,301.0
839.5635507733691,2.37,301.0
840.5642232683255,2.37,301.0
841.5648957632817,2.37,301.0
842.565568258238,2.37,301.0
843.5662407531943,2.37,301.0
844.5669132481505,2.37,301.0
845.5675857431069,2.37,301.0
846.5682582380631,2.37,301.0
847.5689307330194,2.37,301.0
848.5696032279757,2.37,301.0
849.570275722932,2.37,301.0
850.5709482178883,2.37,301.0
851.5716207128446,2.37,301.0
852.5722932078008,2.37,301.0
853.5729657027572,2.37,301.0
854.5736381977134,2.37,301.0
855.5743106926698,2.37,301.0
856.574983187626,2.37,301.0
857.5756556825824,2.37,301.0
858.5763281775386,2.37,301.0
859.5770006724949,2.37,301.0
860.5776731674512,2.37,301.0
861.5783456624074,2.37,301.0
862.5790181573637,2.37,301.0
863.57969065232,2.37,301.0
864.5803631472763,2.37,301.0
865.5810356422326,2.37,301.0
866.5817081371889,2.37,301.0
867.5823806321451,2.37,301.0
868.5830531271015,2.37,301.0
869.5837256220577,2.37,301.0
870.5843981170141,2.37,301.0
871.5850706119703,2.37,301.0
872.5857431069267,2.37,301.0
873.5864156018829,2.37,301.0
874.5870880968392,2.37,301.0
875.5877605917955,2.37,301.0
876.5884330867518,2.37,301.0
